PK,DataCompleta,DiaDaSemana,MesTxt,Ano,AnoMes,MesTxtAno,DiaDaSemanaNum,DiaDoMes,DiaDoAno,MesDoAno,SemanaDoAno
20101214,December 14 2010,Tuesday,December,2010,201012,Dec2010,3,14,348,12,51
20101215,December 15 2010,Wednesday,December,2010,201012,Dec2010,4,15,349,12,51
20101216,December 16 2010,Thursday,December,2010,201012,Dec2010,5,16,350,12,51
20101217,December 17 2010,Friday,December,2010,201012,Dec2010,6,17,351,12,51
20101218,December 18 2010,Saturday,December,2010,201012,Dec2010,7,18,352,12,51
20101219,December 19 2010,Sunday,December,2010,201012,Dec2010,1,19,353,12,52
20101220,December 20 2010,Monday,December,2010,201012,Dec2010,2,20,354,12,52
20101221,December 21 2010,Tuesday,December,2010,201012,Dec2010,3,21,355,12,52
20101222,December 22 2010,Wednesday,December,2010,201012,Dec2010,4,22,356,12,52
20101223,December 23 2010,Thursday,December,2010,201012,Dec2010,5,23,357,12,52
20101224,December 24 2010,Friday,December,2010,201012,Dec2010,6,24,358,12,52
20101225,December 25 2010,Saturday,December,2010,201012,Dec2010,7,25,359,12,52
20101226,December 26 2010,Sunday,December,2010,201012,Dec2010,1,26,360,12,1
20101227,December 27 2010,Monday,December,2010,201012,Dec2010,2,27,361,12,1
20101228,December 28 2010,Tuesday,December,2010,201012,Dec2010,3,28,362,12,1
20101229,December 29 2010,Wednesday,December,2010,201012,Dec2010,4,29,363,12,1
20101230,December 30 2010,Thursday,December,2010,201012,Dec2010,5,30,364,12,1
20101231,December 31 2010,Friday,December,2010,201012,Dec2010,6,31,365,12,1
20110101,January 01 2011,Saturday,January,2011,201101,Jan2011,7,1,1,1,1
20110102,January 02 2011,Sunday,January,2011,201101,Jan2011,1,2,2,1,2
20110103,January 03 2011,Monday,January,2011,201101,Jan2011,2,3,3,1,2
20110104,January 04 2011,Tuesday,January,2011,201101,Jan2011,3,4,4,1,2
20110105,January 05 2011,Wednesday,January,2011,201101,Jan2011,4,5,5,1,2
20110106,January 06 2011,Thursday,January,2011,201101,Jan2011,5,6,6,1,2
20110107,January 07 2011,Friday,January,2011,201101,Jan2011,6,7,7,1,2
20110108,January 08 2011,Saturday,January,2011,201101,Jan2011,7,8,8,1,2
20110109,January 09 2011,Sunday,January,2011,201101,Jan2011,1,9,9,1,3
20110110,January 10 2011,Monday,January,2011,201101,Jan2011,2,10,10,1,3
20110111,January 11 2011,Tuesday,January,2011,201101,Jan2011,3,11,11,1,3
20110112,January 12 2011,Wednesday,January,2011,201101,Jan2011,4,12,12,1,3
20110113,January 13 2011,Thursday,January,2011,201101,Jan2011,5,13,13,1,3
20110114,January 14 2011,Friday,January,2011,201101,Jan2011,6,14,14,1,3
20110115,January 15 2011,Saturday,January,2011,201101,Jan2011,7,15,15,1,3
20110116,January 16 2011,Sunday,January,2011,201101,Jan2011,1,16,16,1,4
20110117,January 17 2011,Monday,January,2011,201101,Jan2011,2,17,17,1,4
20110118,January 18 2011,Tuesday,January,2011,201101,Jan2011,3,18,18,1,4
20110119,January 19 2011,Wednesday,January,2011,201101,Jan2011,4,19,19,1,4
20110120,January 20 2011,Thursday,January,2011,201101,Jan2011,5,20,20,1,4
20110121,January 21 2011,Friday,January,2011,201101,Jan2011,6,21,21,1,4
20110122,January 22 2011,Saturday,January,2011,201101,Jan2011,7,22,22,1,4
20110123,January 23 2011,Sunday,January,2011,201101,Jan2011,1,23,23,1,5
20110124,January 24 2011,Monday,January,2011,201101,Jan2011,2,24,24,1,5
20110125,January 25 2011,Tuesday,January,2011,201101,Jan2011,3,25,25,1,5
20110126,January 26 2011,Wednesday,January,2011,201101,Jan2011,4,26,26,1,5
20110127,January 27 2011,Thursday,January,2011,201101,Jan2011,5,27,27,1,5
20110128,January 28 2011,Friday,January,2011,201101,Jan2011,6,28,28,1,5
20110129,January 29 2011,Saturday,January,2011,201101,Jan2011,7,29,29,1,5
20110130,January 30 2011,Sunday,January,2011,201101,Jan2011,1,30,30,1,6
20110131,January 31 2011,Monday,January,2011,201101,Jan2011,2,31,31,1,6
20110201,February 01 2011,Tuesday,February,2011,201102,Feb2011,3,1,32,2,6
20110202,February 02 2011,Wednesday,February,2011,201102,Feb2011,4,2,33,2,6
20110203,February 03 2011,Thursday,February,2011,201102,Feb2011,5,3,34,2,6
20110204,February 04 2011,Friday,February,2011,201102,Feb2011,6,4,35,2,6
20110205,February 05 2011,Saturday,February,2011,201102,Feb2011,7,5,36,2,6
20110206,February 06 2011,Sunday,February,2011,201102,Feb2011,1,6,37,2,7
20110207,February 07 2011,Monday,February,2011,201102,Feb2011,2,7,38,2,7
20110208,February 08 2011,Tuesday,February,2011,201102,Feb2011,3,8,39,2,7
20110209,February 09 2011,Wednesday,February,2011,201102,Feb2011,4,9,40,2,7
20110210,February 10 2011,Thursday,February,2011,201102,Feb2011,5,10,41,2,7
20110211,February 11 2011,Friday,February,2011,201102,Feb2011,6,11,42,2,7
20110212,February 12 2011,Saturday,February,2011,201102,Feb2011,7,12,43,2,7
20110213,February 13 2011,Sunday,February,2011,201102,Feb2011,1,13,44,2,8
20110214,February 14 2011,Monday,February,2011,201102,Feb2011,2,14,45,2,8
20110215,February 15 2011,Tuesday,February,2011,201102,Feb2011,3,15,46,2,8
20110216,February 16 2011,Wednesday,February,2011,201102,Feb2011,4,16,47,2,8
20110217,February 17 2011,Thursday,February,2011,201102,Feb2011,5,17,48,2,8
20110218,February 18 2011,Friday,February,2011,201102,Feb2011,6,18,49,2,8
20110219,February 19 2011,Saturday,February,2011,201102,Feb2011,7,19,50,2,8
20110220,February 20 2011,Sunday,February,2011,201102,Feb2011,1,20,51,2,9
20110221,February 21 2011,Monday,February,2011,201102,Feb2011,2,21,52,2,9
20110222,February 22 2011,Tuesday,February,2011,201102,Feb2011,3,22,53,2,9
20110223,February 23 2011,Wednesday,February,2011,201102,Feb2011,4,23,54,2,9
20110224,February 24 2011,Thursday,February,2011,201102,Feb2011,5,24,55,2,9
20110225,February 25 2011,Friday,February,2011,201102,Feb2011,6,25,56,2,9
20110226,February 26 2011,Saturday,February,2011,201102,Feb2011,7,26,57,2,9
20110227,February 27 2011,Sunday,February,2011,201102,Feb2011,1,27,58,2,10
20110228,February 28 2011,Monday,February,2011,201102,Feb2011,2,28,59,2,10
20110301,March 01 2011,Tuesday,March,2011,201103,Mar2011,3,1,60,3,10
20110302,March 02 2011,Wednesday,March,2011,201103,Mar2011,4,2,61,3,10
20110303,March 03 2011,Thursday,March,2011,201103,Mar2011,5,3,62,3,10
20110304,March 04 2011,Friday,March,2011,201103,Mar2011,6,4,63,3,10
20110305,March 05 2011,Saturday,March,2011,201103,Mar2011,7,5,64,3,10
20110306,March 06 2011,Sunday,March,2011,201103,Mar2011,1,6,65,3,11
20110307,March 07 2011,Monday,March,2011,201103,Mar2011,2,7,66,3,11
20110308,March 08 2011,Tuesday,March,2011,201103,Mar2011,3,8,67,3,11
20110309,March 09 2011,Wednesday,March,2011,201103,Mar2011,4,9,68,3,11
20110310,March 10 2011,Thursday,March,2011,201103,Mar2011,5,10,69,3,11
20110311,March 11 2011,Friday,March,2011,201103,Mar2011,6,11,70,3,11
20110312,March 12 2011,Saturday,March,2011,201103,Mar2011,7,12,71,3,11
20110313,March 13 2011,Sunday,March,2011,201103,Mar2011,1,13,72,3,12
20110314,March 14 2011,Monday,March,2011,201103,Mar2011,2,14,73,3,12
20110315,March 15 2011,Tuesday,March,2011,201103,Mar2011,3,15,74,3,12
20110316,March 16 2011,Wednesday,March,2011,201103,Mar2011,4,16,75,3,12
20110317,March 17 2011,Thursday,March,2011,201103,Mar2011,5,17,76,3,12
20110318,March 18 2011,Friday,March,2011,201103,Mar2011,6,18,77,3,12
20110319,March 19 2011,Saturday,March,2011,201103,Mar2011,7,19,78,3,12
20110320,March 20 2011,Sunday,March,2011,201103,Mar2011,1,20,79,3,13
20110321,March 21 2011,Monday,March,2011,201103,Mar2011,2,21,80,3,13
20110322,March 22 2011,Tuesday,March,2011,201103,Mar2011,3,22,81,3,13
20110323,March 23 2011,Wednesday,March,2011,201103,Mar2011,4,23,82,3,13
20110324,March 24 2011,Thursday,March,2011,201103,Mar2011,5,24,83,3,13
20110325,March 25 2011,Friday,March,2011,201103,Mar2011,6,25,84,3,13
20110326,March 26 2011,Saturday,March,2011,201103,Mar2011,7,26,85,3,13
20110327,March 27 2011,Sunday,March,2011,201103,Mar2011,1,27,86,3,14
20110328,March 28 2011,Monday,March,2011,201103,Mar2011,2,28,87,3,14
20110329,March 29 2011,Tuesday,March,2011,201103,Mar2011,3,29,88,3,14
20110330,March 30 2011,Wednesday,March,2011,201103,Mar2011,4,30,89,3,14
20110331,March 31 2011,Thursday,March,2011,201103,Mar2011,5,31,90,3,14
20110401,April 01 2011,Friday,April,2011,201104,Apr2011,6,1,91,4,14
20110402,April 02 2011,Saturday,April,2011,201104,Apr2011,7,2,92,4,14
20110403,April 03 2011,Sunday,April,2011,201104,Apr2011,1,3,93,4,15
20110404,April 04 2011,Monday,April,2011,201104,Apr2011,2,4,94,4,15
20110405,April 05 2011,Tuesday,April,2011,201104,Apr2011,3,5,95,4,15
20110406,April 06 2011,Wednesday,April,2011,201104,Apr2011,4,6,96,4,15
20110407,April 07 2011,Thursday,April,2011,201104,Apr2011,5,7,97,4,15
20110408,April 08 2011,Friday,April,2011,201104,Apr2011,6,8,98,4,15
20110409,April 09 2011,Saturday,April,2011,201104,Apr2011,7,9,99,4,15
20110410,April 10 2011,Sunday,April,2011,201104,Apr2011,1,10,100,4,16
20110411,April 11 2011,Monday,April,2011,201104,Apr2011,2,11,101,4,16
20110412,April 12 2011,Tuesday,April,2011,201104,Apr2011,3,12,102,4,16
20110413,April 13 2011,Wednesday,April,2011,201104,Apr2011,4,13,103,4,16
20110414,April 14 2011,Thursday,April,2011,201104,Apr2011,5,14,104,4,16
20110415,April 15 2011,Friday,April,2011,201104,Apr2011,6,15,105,4,16
20110416,April 16 2011,Saturday,April,2011,201104,Apr2011,7,16,106,4,16
20110417,April 17 2011,Sunday,April,2011,201104,Apr2011,1,17,107,4,17
20110418,April 18 2011,Monday,April,2011,201104,Apr2011,2,18,108,4,17
20110419,April 19 2011,Tuesday,April,2011,201104,Apr2011,3,19,109,4,17
20110420,April 20 2011,Wednesday,April,2011,201104,Apr2011,4,20,110,4,17
20110421,April 21 2011,Thursday,April,2011,201104,Apr2011,5,21,111,4,17
20110422,April 22 2011,Friday,April,2011,201104,Apr2011,6,22,112,4,17
20110423,April 23 2011,Saturday,April,2011,201104,Apr2011,7,23,113,4,17
20110424,April 24 2011,Sunday,April,2011,201104,Apr2011,1,24,114,4,18
20110425,April 25 2011,Monday,April,2011,201104,Apr2011,2,25,115,4,18
20110426,April 26 2011,Tuesday,April,2011,201104,Apr2011,3,26,116,4,18
20110427,April 27 2011,Wednesday,April,2011,201104,Apr2011,4,27,117,4,18
20110428,April 28 2011,Thursday,April,2011,201104,Apr2011,5,28,118,4,18
20110429,April 29 2011,Friday,April,2011,201104,Apr2011,6,29,119,4,18
20110430,April 30 2011,Saturday,April,2011,201104,Apr2011,7,30,120,4,18
20110501,May 01 2011,Sunday,May,2011,201105,May2011,1,1,121,5,19
20110502,May 02 2011,Monday,May,2011,201105,May2011,2,2,122,5,19
20110503,May 03 2011,Tuesday,May,2011,201105,May2011,3,3,123,5,19
20110504,May 04 2011,Wednesday,May,2011,201105,May2011,4,4,124,5,19
20110505,May 05 2011,Thursday,May,2011,201105,May2011,5,5,125,5,19
20110506,May 06 2011,Friday,May,2011,201105,May2011,6,6,126,5,19
20110507,May 07 2011,Saturday,May,2011,201105,May2011,7,7,127,5,19
20110508,May 08 2011,Sunday,May,2011,201105,May2011,1,8,128,5,20
20110509,May 09 2011,Monday,May,2011,201105,May2011,2,9,129,5,20
20110510,May 10 2011,Tuesday,May,2011,201105,May2011,3,10,130,5,20
20110511,May 11 2011,Wednesday,May,2011,201105,May2011,4,11,131,5,20
20110512,May 12 2011,Thursday,May,2011,201105,May2011,5,12,132,5,20
20110513,May 13 2011,Friday,May,2011,201105,May2011,6,13,133,5,20
20110514,May 14 2011,Saturday,May,2011,201105,May2011,7,14,134,5,20
20110515,May 15 2011,Sunday,May,2011,201105,May2011,1,15,135,5,21
20110516,May 16 2011,Monday,May,2011,201105,May2011,2,16,136,5,21
20110517,May 17 2011,Tuesday,May,2011,201105,May2011,3,17,137,5,21
20110518,May 18 2011,Wednesday,May,2011,201105,May2011,4,18,138,5,21
20110519,May 19 2011,Thursday,May,2011,201105,May2011,5,19,139,5,21
20110520,May 20 2011,Friday,May,2011,201105,May2011,6,20,140,5,21
20110521,May 21 2011,Saturday,May,2011,201105,May2011,7,21,141,5,21
20110522,May 22 2011,Sunday,May,2011,201105,May2011,1,22,142,5,22
20110523,May 23 2011,Monday,May,2011,201105,May2011,2,23,143,5,22
20110524,May 24 2011,Tuesday,May,2011,201105,May2011,3,24,144,5,22
20110525,May 25 2011,Wednesday,May,2011,201105,May2011,4,25,145,5,22
20110526,May 26 2011,Thursday,May,2011,201105,May2011,5,26,146,5,22
20110527,May 27 2011,Friday,May,2011,201105,May2011,6,27,147,5,22
20110528,May 28 2011,Saturday,May,2011,201105,May2011,7,28,148,5,22
20110529,May 29 2011,Sunday,May,2011,201105,May2011,1,29,149,5,23
20110530,May 30 2011,Monday,May,2011,201105,May2011,2,30,150,5,23
20110531,May 31 2011,Tuesday,May,2011,201105,May2011,3,31,151,5,23
20110601,June 01 2011,Wednesday,June,2011,201106,Jun2011,4,1,152,6,23
20110602,June 02 2011,Thursday,June,2011,201106,Jun2011,5,2,153,6,23
20110603,June 03 2011,Friday,June,2011,201106,Jun2011,6,3,154,6,23
20110604,June 04 2011,Saturday,June,2011,201106,Jun2011,7,4,155,6,23
20110605,June 05 2011,Sunday,June,2011,201106,Jun2011,1,5,156,6,24
20110606,June 06 2011,Monday,June,2011,201106,Jun2011,2,6,157,6,24
20110607,June 07 2011,Tuesday,June,2011,201106,Jun2011,3,7,158,6,24
20110608,June 08 2011,Wednesday,June,2011,201106,Jun2011,4,8,159,6,24
20110609,June 09 2011,Thursday,June,2011,201106,Jun2011,5,9,160,6,24
20110610,June 10 2011,Friday,June,2011,201106,Jun2011,6,10,161,6,24
20110611,June 11 2011,Saturday,June,2011,201106,Jun2011,7,11,162,6,24
20110612,June 12 2011,Sunday,June,2011,201106,Jun2011,1,12,163,6,25
20110613,June 13 2011,Monday,June,2011,201106,Jun2011,2,13,164,6,25
20110614,June 14 2011,Tuesday,June,2011,201106,Jun2011,3,14,165,6,25
20110615,June 15 2011,Wednesday,June,2011,201106,Jun2011,4,15,166,6,25
20110616,June 16 2011,Thursday,June,2011,201106,Jun2011,5,16,167,6,25
20110617,June 17 2011,Friday,June,2011,201106,Jun2011,6,17,168,6,25
20110618,June 18 2011,Saturday,June,2011,201106,Jun2011,7,18,169,6,25
20110619,June 19 2011,Sunday,June,2011,201106,Jun2011,1,19,170,6,26
20110620,June 20 2011,Monday,June,2011,201106,Jun2011,2,20,171,6,26
20110621,June 21 2011,Tuesday,June,2011,201106,Jun2011,3,21,172,6,26
20110622,June 22 2011,Wednesday,June,2011,201106,Jun2011,4,22,173,6,26
20110623,June 23 2011,Thursday,June,2011,201106,Jun2011,5,23,174,6,26
20110624,June 24 2011,Friday,June,2011,201106,Jun2011,6,24,175,6,26
20110625,June 25 2011,Saturday,June,2011,201106,Jun2011,7,25,176,6,26
20110626,June 26 2011,Sunday,June,2011,201106,Jun2011,1,26,177,6,27
20110627,June 27 2011,Monday,June,2011,201106,Jun2011,2,27,178,6,27
20110628,June 28 2011,Tuesday,June,2011,201106,Jun2011,3,28,179,6,27
20110629,June 29 2011,Wednesday,June,2011,201106,Jun2011,4,29,180,6,27
20110630,June 30 2011,Thursday,June,2011,201106,Jun2011,5,30,181,6,27
20110701,July 01 2011,Friday,July,2011,201107,Jul2011,6,1,182,7,27
20110702,July 02 2011,Saturday,July,2011,201107,Jul2011,7,2,183,7,27
20110703,July 03 2011,Sunday,July,2011,201107,Jul2011,1,3,184,7,28
20110704,July 04 2011,Monday,July,2011,201107,Jul2011,2,4,185,7,28
20110705,July 05 2011,Tuesday,July,2011,201107,Jul2011,3,5,186,7,28
20110706,July 06 2011,Wednesday,July,2011,201107,Jul2011,4,6,187,7,28
20110707,July 07 2011,Thursday,July,2011,201107,Jul2011,5,7,188,7,28
20110708,July 08 2011,Friday,July,2011,201107,Jul2011,6,8,189,7,28
20110709,July 09 2011,Saturday,July,2011,201107,Jul2011,7,9,190,7,28
20110710,July 10 2011,Sunday,July,2011,201107,Jul2011,1,10,191,7,29
20110711,July 11 2011,Monday,July,2011,201107,Jul2011,2,11,192,7,29
20110712,July 12 2011,Tuesday,July,2011,201107,Jul2011,3,12,193,7,29
20110713,July 13 2011,Wednesday,July,2011,201107,Jul2011,4,13,194,7,29
20110714,July 14 2011,Thursday,July,2011,201107,Jul2011,5,14,195,7,29
20110715,July 15 2011,Friday,July,2011,201107,Jul2011,6,15,196,7,29
20110716,July 16 2011,Saturday,July,2011,201107,Jul2011,7,16,197,7,29
20110717,July 17 2011,Sunday,July,2011,201107,Jul2011,1,17,198,7,30
20110718,July 18 2011,Monday,July,2011,201107,Jul2011,2,18,199,7,30
20110719,July 19 2011,Tuesday,July,2011,201107,Jul2011,3,19,200,7,30
20110720,July 20 2011,Wednesday,July,2011,201107,Jul2011,4,20,201,7,30
20110721,July 21 2011,Thursday,July,2011,201107,Jul2011,5,21,202,7,30
20110722,July 22 2011,Friday,July,2011,201107,Jul2011,6,22,203,7,30
20110723,July 23 2011,Saturday,July,2011,201107,Jul2011,7,23,204,7,30
20110724,July 24 2011,Sunday,July,2011,201107,Jul2011,1,24,205,7,31
20110725,July 25 2011,Monday,July,2011,201107,Jul2011,2,25,206,7,31
20110726,July 26 2011,Tuesday,July,2011,201107,Jul2011,3,26,207,7,31
20110727,July 27 2011,Wednesday,July,2011,201107,Jul2011,4,27,208,7,31
20110728,July 28 2011,Thursday,July,2011,201107,Jul2011,5,28,209,7,31
20110729,July 29 2011,Friday,July,2011,201107,Jul2011,6,29,210,7,31
20110730,July 30 2011,Saturday,July,2011,201107,Jul2011,7,30,211,7,31
20110731,July 31 2011,Sunday,July,2011,201107,Jul2011,1,31,212,7,32
20110801,August 01 2011,Monday,August,2011,201108,Aug2011,2,1,213,8,32
20110802,August 02 2011,Tuesday,August,2011,201108,Aug2011,3,2,214,8,32
20110803,August 03 2011,Wednesday,August,2011,201108,Aug2011,4,3,215,8,32
20110804,August 04 2011,Thursday,August,2011,201108,Aug2011,5,4,216,8,32
20110805,August 05 2011,Friday,August,2011,201108,Aug2011,6,5,217,8,32
20110806,August 06 2011,Saturday,August,2011,201108,Aug2011,7,6,218,8,32
20110807,August 07 2011,Sunday,August,2011,201108,Aug2011,1,7,219,8,33
20110808,August 08 2011,Monday,August,2011,201108,Aug2011,2,8,220,8,33
20110809,August 09 2011,Tuesday,August,2011,201108,Aug2011,3,9,221,8,33
20110810,August 10 2011,Wednesday,August,2011,201108,Aug2011,4,10,222,8,33
20110811,August 11 2011,Thursday,August,2011,201108,Aug2011,5,11,223,8,33
20110812,August 12 2011,Friday,August,2011,201108,Aug2011,6,12,224,8,33
20110813,August 13 2011,Saturday,August,2011,201108,Aug2011,7,13,225,8,33
20110814,August 14 2011,Sunday,August,2011,201108,Aug2011,1,14,226,8,34
20110815,August 15 2011,Monday,August,2011,201108,Aug2011,2,15,227,8,34
20110816,August 16 2011,Tuesday,August,2011,201108,Aug2011,3,16,228,8,34
20110817,August 17 2011,Wednesday,August,2011,201108,Aug2011,4,17,229,8,34
20110818,August 18 2011,Thursday,August,2011,201108,Aug2011,5,18,230,8,34
20110819,August 19 2011,Friday,August,2011,201108,Aug2011,6,19,231,8,34
20110820,August 20 2011,Saturday,August,2011,201108,Aug2011,7,20,232,8,34
20110821,August 21 2011,Sunday,August,2011,201108,Aug2011,1,21,233,8,35
20110822,August 22 2011,Monday,August,2011,201108,Aug2011,2,22,234,8,35
20110823,August 23 2011,Tuesday,August,2011,201108,Aug2011,3,23,235,8,35
20110824,August 24 2011,Wednesday,August,2011,201108,Aug2011,4,24,236,8,35
20110825,August 25 2011,Thursday,August,2011,201108,Aug2011,5,25,237,8,35
20110826,August 26 2011,Friday,August,2011,201108,Aug2011,6,26,238,8,35
20110827,August 27 2011,Saturday,August,2011,201108,Aug2011,7,27,239,8,35
20110828,August 28 2011,Sunday,August,2011,201108,Aug2011,1,28,240,8,36
20110829,August 29 2011,Monday,August,2011,201108,Aug2011,2,29,241,8,36
20110830,August 30 2011,Tuesday,August,2011,201108,Aug2011,3,30,242,8,36
20110831,August 31 2011,Wednesday,August,2011,201108,Aug2011,4,31,243,8,36
20110901,September 01 2011,Thursday,September,2011,201109,Sep2011,5,1,244,9,36
20110902,September 02 2011,Friday,September,2011,201109,Sep2011,6,2,245,9,36
20110903,September 03 2011,Saturday,September,2011,201109,Sep2011,7,3,246,9,36
20110904,September 04 2011,Sunday,September,2011,201109,Sep2011,1,4,247,9,37
20110905,September 05 2011,Monday,September,2011,201109,Sep2011,2,5,248,9,37
20110906,September 06 2011,Tuesday,September,2011,201109,Sep2011,3,6,249,9,37
20110907,September 07 2011,Wednesday,September,2011,201109,Sep2011,4,7,250,9,37
20110908,September 08 2011,Thursday,September,2011,201109,Sep2011,5,8,251,9,37
20110909,September 09 2011,Friday,September,2011,201109,Sep2011,6,9,252,9,37
20110910,September 10 2011,Saturday,September,2011,201109,Sep2011,7,10,253,9,37
20110911,September 11 2011,Sunday,September,2011,201109,Sep2011,1,11,254,9,38
20110912,September 12 2011,Monday,September,2011,201109,Sep2011,2,12,255,9,38
20110913,September 13 2011,Tuesday,September,2011,201109,Sep2011,3,13,256,9,38
20110914,September 14 2011,Wednesday,September,2011,201109,Sep2011,4,14,257,9,38
20110915,September 15 2011,Thursday,September,2011,201109,Sep2011,5,15,258,9,38
